Order_ID,Order_Date,Order_Priority,Customer_ID,Customer_Name,Industry_name,Customer_Segment,Province,Region,Channel,Product_ID,Product_Category,Product_Sub-Category,Product_Name,Sales,Quantity,Unit_Price,Discount,Profit,Returned_Reason,Age_Group
VP-2011-107755,2/8/24,Medium,CK-12760,Phạm Thị Thanh Trúc,Thiết bị điện tử,Corporate,Vĩnh Phúc,Miền Bắc,Store,TEC-AC-10000710,Hàng điện tử,Accessories,Maxell DVD-RAM Discs,115.36,7,16.48,0,49.6048,,18-24
TT-2011-169390,2/8/24,Medium,CS-12250,Trương Hồng Tâm,Thiết bị gia dụng,Corporate,Thừa Thiên Huế,Miền Trung,Store,OFF-ST-10001558,Hàng điện lạnh,Máy điều hòa,MÁY LẠNH LG V14TYH,64.96,4,16.24,0,9.744,,35-44
HN-2011-125759,2/9/24,Medium,NM-18445,Nguyễn Cát Phương,Thiết bị gia dụng,Home Office,Hà Nội,Miền Bắc,Store,FUR-FU-10002111,Nội thất,Giường,"Master Caster Door Stop, Large Brown",-14.56,2,7.28,0,5.5328,,>=55
BP-2011-127614,2/12/24,High,NF-18385,Natalie Shop,Thiết bị điện tử,Consumer,Bình Phước,Miền Đông Nam Bộ,Online,TEC-AC-10001432,Hàng điện tử,Accessories,Enermax Aurora Lite Keyboard,234.45,3,78.15,0,103.158,Damaged,45-54
BP-2011-127614,2/12/24,High,NF-18385,Natalie Shop,Thiết bị gia dụng,Consumer,Bình Phước,Miền Đông Nam Bộ,Online,FUR-TA-10003715,Nội thất,Bàn,Hon 2111 Invitation Series Corner Table,1256.22,6,209.37,0,75.3732,,>=55
BP-2011-127614,2/12/24,Medium,NF-18385,Natalie Shop,Thiết bị gia dụng,Consumer,Bình Phước,Miền Đông Nam Bộ,Online,OFF-BI-10003291,Hàng điện lạnh,Máy giặt,Wilson Jones Leather-Like Máy giặt with DublLock Round Rings,17.46,2,8.73,0,8.2062,,45-54
HC-2011-168368,2/12/24,Medium,GA-14725,Armstrong Company,Thiết bị gia dụng,Consumer,Hồ Chí Minh,Miền Đông Nam Bộ,Store,FUR-CH-10001146,Nội thất,Ghế,Ghế thư giãn 3LC-BIPOLY,60.89,1,60.89,0,15.2225,,45-54
HC-2011-168368,2/12/24,Medium,GA-14725,Armstrong Company,Thiết bị gia dụng,Consumer,Hồ Chí Minh,Miền Đông Nam Bộ,Store,OFF-LA-10004853,Hàng điện lạnh,Máy điều hòa,MÁY LẠNH DAIKIN FTKC60NVMV-GHU,14.94,3,4.98,0,6.8724,,>=55
HC-2011-168368,2/12/24,Medium,GA-14725,Armstrong Company,Thiết bị gia dụng,Consumer,Hồ Chí Minh,Miền Đông Nam Bộ,Store,OFF-BI-10004728,Hàng điện lạnh,Máy giặt,Wilson Jones Turn Tabs Binder Tool for Ring Máy giặt,9.64,2,4.82,0,4.4344,,18-24
HC-2011-168368,2/12/24,High,GA-14725,Armstrong Company,Thiết bị gia dụng,Consumer,Hồ Chí Minh,Miền Đông Nam Bộ,Store,FUR-FU-10002298,Nội thất,Giường,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",332.94,3,110.98,0,53.2704,,>=55
HC-2011-168368,2/12/24,Medium,GA-14725,Armstrong Company,Thiết bị gia dụng,Consumer,Hồ Chí Minh,Miền Đông Nam Bộ,Store,OFF-BI-10004654,Hàng điện lạnh,Máy giặt,VariCap6 Expandable Binder,51.9,3,17.3,0,24.393,,45-54
HC-2011-168368,2/12/24,Medium,GA-14725,Armstrong Company,Thiết bị gia dụng,Consumer,Hồ Chí Minh,Miền Đông Nam Bộ,Store,OFF-ST-10002583,Hàng điện lạnh,Máy điều hòa,MÁY LẠNH DAIKIN FTKS50GVMV,64.96,2,32.48,0,2.5984,,45-54
BD-2011-110674,2/13/24,Low,SC-20095,Phạm Lê Hoàng Ngưng,Thiết bị gia dụng,Consumer,Bình Dương,Miền Đông Nam Bộ,Online,FUR-CH-10000225,Nội thất,Ghế,Ghế đa năng 3FC1004-P,129.568,2,64.784,0.2,-24.294,,45-54
ĐN-2011-107706,2/15/24,Medium,ST-20530,Nguyễn Thị Hằng Ngân,Thiết bị gia dụng,Consumer,Đồng Nai,Miền Đông Nam Bộ,agent,OFF-PA-10000466,Hàng điện lạnh,Tủ lạnh,"Memo Book, 100 Message Capacity, 5 3/8” x 11”",16.176,3,5.392,0.2,6.066,,22
QN-2011-121762,2/15/24,High,ML-17395,Marina Company,Thiết bị điện tử,Corporate,Quảng Ninh,Miền Bắc,Store,TEC-AC-10000736,Hàng điện tử,Accessories,Logitech G600 MMO Gaming Mouse,139.97,-3,79.99,-0.1,86.3892,,35-44
QN-2011-121762,2/15/24,Medium,ML-17395,Marina Company,Thiết bị gia dụng,Corporate,Quảng Ninh,Miền Bắc,Store,OFF-AP-10001293,Hàng điện lạnh,Máy giặt,Belkin 8 Outlet Surge Protector,81.96,2,40.98,0,22.9488,,25-34
QN-2011-121762,2/15/24,Medium,ML-17395,Marina Company,Thiết bị gia dụng,Corporate,Quảng Ninh,Miền Bắc,Store,OFF-SU-10000157,Hàng điện lạnh,Tủ lạnh,Compact Automatic Electric Letter Opener,238.62,2,119.31,0,4.7724,,25-34
ĐN-2011-165568,2/16/24,Medium,BF-11020,Ngô Thị Hòaösisch,Thiết bị gia dụng,Corporate,Đà Nẵng,Miền Trung,Online,OFF-BI-10001031,Hàng điện lạnh,Máy giặt,Pressboard Data Máy giặt by Wilson Jones,21.36,5,4.272,0.2,7.209,,45-54
HC-2011-122567,2/17/24,Low,MN-17935,Michael Nguyen,Thiết bị gia dụng,Consumer,Hồ Chí Minh,Miền Đông Nam Bộ,agent,OFF-BI-10002012,Hàng điện lạnh,Máy giặt,Wilson Jones Easy Flow II Sheet Lifters,1.08,3,0.36,0.8,-1.728,,18-24
HC-2011-122567,2/17/24,Low,MN-17935,Michael Nguyen,Thiết bị gia dụng,Consumer,Hồ Chí Minh,Miền Đông Nam Bộ,agent,OFF-AP-10001303,Hàng điện lạnh,Máy giặt,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",7.96,2,3.98,0.8,-13.93,,45-54
ĐN-2011-154165,2/18/24,Medium,DL-13315,Delfina company,Thiết bị gia dụng,Consumer,Đồng Nai,Miền Đông Nam Bộ,Online,OFF-AR-10003631,Hàng điện lạnh,Máy giặt,MÁY LẠNH SHARP AH-AP12PMW,54.208,14,3.872,0.2,8.8088,,>=55
ĐN-2011-165589,2/19/24,Low,TB-21595,Nguyễn Thị Thu Thảo,Thiết bị gia dụng,Consumer,Đà Nẵng,Miền Trung,agent,FUR-FU-10002396,Nội thất,Giường,"DAX Copper Panel Document Frame, 5 x 7 Size",25.16,5,5.032,0.6,-11.322,,35-44
HT-2011-152905,2/19/24,Low,AB-10015,Trọng Văn Hoàng,Thiết bị gia dụng,Consumer,Hà Tỉnh,Miền Trung,Store,OFF-ST-10000321,Hàng điện lạnh,Máy điều hòa,Akro Stacking Bins,12.624,2,6.312,0.2,-2.5248,,18-24
VP-2011-109491,2/21/24,Medium,LC-16930,Trúc Ly,Thiết bị điện tử,Corporate,Vĩnh Phúc,Miền Bắc,Store,TEC-AC-10001284,Hàng điện tử,Accessories,Enermax Briskie RF Wireless Keyboard and Mouse Combo,62.31,3,20.77,0,22.4316,,25-34
VP-2011-109491,2/21/24,Medium,LC-16930,Trúc Ly,Thiết bị gia dụng,Corporate,Vĩnh Phúc,Miền Bắc,Store,FUR-FU-10000221,Nội thất,Giường,"Master Caster Door Stop, Brown",20.32,4,5.08,0,6.9088,,>=55
TH-2011-164903,2/21/24,Medium,SR-20740,Trần Lý Khan,Thiết bị gia dụng,Home Office,Thanh Hóa,Miền Trung,agent,OFF-PA-10003363,Hàng điện lạnh,Tủ lạnh,Xerox 204,12.96,2,6.48,0,6.2208,,25-34
BP-2011-165540,2/22/24,Low,TM-21010,Quang Mỹ Nhân,Thiết bị gia dụng,Consumer,Bình Phước,Miền Đông Nam Bộ,Store,OFF-BI-10004094,Hàng điện lạnh,Máy giặt,GBC Standard Plastic Binding Systems Combs,8.85,5,1.77,0.8,-13.7175,,>=55
HT-2011-133354,2/23/24,Medium,SA-20830,Lê Tân Tú,Thiết bị gia dụng,Consumer,Hà Tỉnh,Miền Trung,Store,OFF-PA-10001800,Điện lạnh,Tủ lạnh,Xerox 220,19.44,3,6.48,0,9.3312,,25-34
HN-2011-103744,2/24/24,Medium,MG-17875,Michael Grace,Thiết bị gia dụng,Home Office,Hà Nội,Miền Bắc,Store,OFF-LA-10004425,Điện lạnh,Máy điều hòa,MÁY LẠNH SHARP AH-AP12PMW,6.936,3,2.312,0.2,2.3409,"""""",45-54
HN-2011-103744,2/24/24,Low,MG-17875,Michael Grace,Thiết bị gia dụng,Home Office,Hà Nội,Miền Bắc,Store,OFF-BI-10000320,Điện lạnh,Máy giặt,GBC Plastic Binding Combs,4.428,3,1.476,0.8,-6.8634,,45-54
ĐN-2011-137680,2/25/24,Medium,JH-15430,Jennifer Halladay,Thiết bị gia dụng,Consumer,Đà Nẵng,Miền Trung,agent,OFF-PA-10000174,Điện lạnh,Tủ lạnh,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",32.896,4,8.224,0.2,11.1024,,35-44
ĐN-2011-137680,2/25/24,Medium,JH-15430,Jennifer Halladay,Thiết bị gia dụng,Consumer,Đà Nẵng,Miền Trung,agent,OFF-PA-10000069,Điện lạnh,Tủ lạnh,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",22.776,3,7.592,0.2,7.6869,,>=55
TH-2011-156545,2/28/24,Medium,JS-16030,Trần Văn Biển,Thiết bị gia dụng,Consumer,Thanh Hóa,Miền Trung,Online,OFF-AR-10003560,Điện lạnh,Máy giặt,Zebra Zazzle Fluorescent Highlighters,19.456,4,4.864,0.2,3.4048,,>=55
TH-2011-104269,3/1/24,High,DB-13060,Phạm Văn Nhật,Thiết bị gia dụng,Consumer,Thanh Hóa,Miền Trung,Online,FUR-CH-10004063,Nội thất,Ghế,Ghế làm việc 2MV2506-M1,457.568,2,228.784,0.2,51.4764,,45-54
VP-2011-143707,3/1/24,Medium,HR-14770,Lê Minh Thiện,Thiết bị điện tử,Home Office,Vĩnh Phúc,Miền Bắc,Online,TEC-PH-10003655,Hàng điện tử,Phones,Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4,5.94,3,1.98,0,1.6038,,45-54
HC-2011-113880,3/1/24,Low,VF-21715,Lý Nhược Tinh,Thiết bị gia dụng,Home Office,Hồ Chí Minh,Miền Đông Nam Bộ,agent,FUR-CH-10000863,Nội thất,Ghế,Ghế làm việc 2HE2507-U1,634.116,6,105.686,0.3,-172.1172,,18-24
HC-2011-113880,3/1/24,Medium,VF-21715,Lý Nhược Tinh,Thiết bị gia dụng,Home Office,Hồ Chí Minh,Miền Đông Nam Bộ,agent,OFF-PA-10003036,Điện lạnh,Tủ lạnh,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",17.472,3,5.824,0.2,5.6784,,25-34
ĐN-2011-131009,3/1/24,Low,SC-20380,Bùi Ngọc Trầm,Thiết bị gia dụng,Consumer,Đồng Nai,Miền Đông Nam Bộ,agent,OFF-FA-10004395,Điện lạnh,Máy điều hòa,MÁY LẠNH LG G28PC,18.84,5,3.768,0.2,-3.5325,,18-24
ĐN-2011-131009,3/1/24,Low,SC-20380,Bùi Ngọc Trầm,Thiết bị gia dụng,Consumer,Đồng Nai,Miền Đông Nam Bộ,Agent,FUR-CH-10001270,Nội thất,Ghế,Ghế Harbour,362.25,6,60.375,0.3,0,,>=55
ĐN-2011-131009,3/1/24,Low,SC-20380,Bùi Ngọc Trầm,Thiết bị gia dụng,Consumer,Đồng Nai,Miền Đông Nam Bộ,Agent,FUR-FU-10001095,Nội thất,Giường,DAX Black Cherry Wood-Tone Poster Frame,63.552,6,10.592,0.6,-34.9536,,18-24
ĐN-2011-131009,3/1/24,Low,SC-20380,Bùi Ngọc Trầm,Thiết bị gia dụng,Consumer,Đồng Nai,Miền Đông Nam Bộ,Agent,OFF-ST-10001469,Điện lạnh,Máy điều hòa,MÁY LẠNH DAIKIN FTXS25GVMV,129.552,3,43.184,0.2,-22.6716,,>=55
BR-2011-168312,3/1/24,Medium,GW-14605,Giulietta Weimer,Thiết bị gia dụng,Consumer,Bà Rịa - Vũng Tàu,Miền Đông Nam Bộ,Agent,OFF-ST-10003692,Điện lạnh,Máy điều hòa,MÁY LẠNH GENERAL ASHG 017LHJI,137.352,3,45.784,0.2,8.5845,,18-24
BR-2011-168312,3/1/24,Low,GW-14605,Giulietta Weimer,Thiết bị gia dụng,Consumer,Bà Rịa - Vũng Tàu,Miền Đông Nam Bộ,Agent,FUR-TA-10001866,Nội thất,Bàn,Bevis Round Conference Room Bàn and Bases,376.509,3,125.503,0.3,-43.0296,,35-44
HC-2011-107524,3/2/24,Medium,KN-16705,Lê Hồng Thanh,Thiết bị gia dụng,Home Office,Hồ Chí Minh,Miền Đông Nam Bộ,Agent,OFF-EN-10001990,Điện lạnh,Tủ lạnh,MÁY LẠNH SHARP AH-AP12PMW,11.36,2,5.68,0,5.3392,,35-44
HC-2011-107524,3/2/24,Medium,KN-16705,Lê Hồng Thanh,Thiết bị gia dụng,Home Office,Hồ Chí Minh,Miền Đông Nam Bộ,Agent,OFF-PA-10000587,Điện lạnh,Tủ lạnh,"Array Parchment Tủ lạnh, Assorted Colors",36.4,5,7.28,-0.05,17.472,,>=55
KH-2011-111157,3/2/24,Medium,NH-18610,Nguyễn Ca Nhiên,Thiết bị gia dụng,Corporate,Khánh Hòa,Miền Trung,Store,OFF-PA-10000327,Hàng điện lạnh,Tủ lạnh,Xerox 1971,3.424,1,3.424,0.2,1.07,,>=55
KH-2011-111157,3/2/24,Medium,NH-18610,Nguyễn Ca Nhiên,Thiết bị điện tử,Corporate,Khánh Hòa,Miền Trung,Store,TEC-AC-10004353,Hàng điện tử,Accessories,Hypercom P1300 Pinpad,151.2,3,50.4,0.2,32.13,,>=55
HC-2011-155852,3/3/24,Medium,AJ-10945,Phạm Hồng Thanh,Thiết bị gia dụng,Consumer,Hồ Chí Minh,Miền Đông Nam Bộ,Agent,OFF-AR-10003560,Hàng điện lạnh,Máy giặt,Zebra Zazzle Fluorescent Highlighters,19.456,4,4.864,0.2,3.4048,,25-34
ĐN-2011-127964,3/3/24,Medium,AP-10720,Phạm Hoài Thương,Thiết bị điện tử,Home Office,Đồng Nai,Miền Đông Nam Bộ,Store,TEC-PH-10004700,Hàng điện tử,Phones,PowerGen Dual USB Car Charger,9.99,1,9.99,0,4.5954,,45-54
ĐN-2011-127964,3/3/24,Medium,AP-10720,Phạm Hoài Thương,Thiết bị gia dụng,Home Office,Đồng Nai,Miền Đông Nam Bộ,Store,OFF-BI-10004593,Hàng điện lạnh,Máy giặt,Ibico Laser Imprintable Binding System Covers,125.76,3,41.92,0.2,40.872,,>=55
ĐN-2011-127964,3/3/24,Medium,AP-10720,Phạm Hoài Thương,Thiết bị gia dụng,Home Office,Đồng Nai,Miền Đông Nam Bộ,Store,OFF-BI-10003429,Hàng điện lạnh,Máy giặt,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",25.32,5,5.064,0.2,9.1785,,45-54
HN-2011-127978,3/3/24,Medium,JS-15595,Jill Stevenson,Thiết bị gia dụng,Corporate,Hà Nội,Miền Bắc,Online,OFF-LA-10000305,Hàng điện lạnh,Máy điều hòa,Avery 495,15.12,3,5.04,0.2,4.914,,18-24
HN-2011-127978,3/3/24,Low,JS-15595,Jill Stevenson,Thiết bị gia dụng,Corporate,Hà Nội,Miền Bắc,Online,FUR-BO-10001972,Nội thất,Kệ sách,O'Sullivan 4-Shelf Bookcase in Odessa Pine,302.45,5,60.49,0.5,-199.617,,35-44
HN-2011-127978,3/3/24,Low,JS-15595,Jill Stevenson,Thiết bị gia dụng,Corporate,Hà Nội,Miền Bắc,Online,OFF-ST-10002486,Hàng điện lạnh,Máy điều hòa,MÁY LẠNH LG V13APCUI,44.672,8,5.584,0.2,-10.0512,,25-34
HT-2011-130421,3/3/24,Low,SC-20020,Trần Ngọc Dã Mạt,Thiết bị gia dụng,Consumer,Hà Tỉnh,Miền Trung,Online,OFF-AP-10002534,Hàng điện lạnh,Máy giặt,3.6 Cubic Foot Counter Height Office Refrigerator,176.772,3,58.924,0.8,-459.6072,,45-54
ĐN-2011-105648,3/3/24,Low,EJ-14155,Eva Jacobs,Thiết bị gia dụng,,,,,,,,,,,,,,,25-34
ĐN-2011-116239,3/4/24,Medium,CL-12565,Bùi Lê Tấn,Thiết bị gia dụng,Consumer,Đà Nẵng,Miền Trung,Store,OFF-ST-10001370,Hàng điện lạnh,Máy điều hòa,MÁY LẠNH LG V15APC,354.9,5,70.98,0,17.745,,>=55
HC-2011-117016,3/4/24,Medium,SC-20095,Phạm Lê Hoàng Ngưng,Thiết bị gia dụng,Consumer,Hồ Chí Minh,Miền Đông Nam Bộ,Agent,OFF-AR-10001374,Hàng điện lạnh,Máy giặt,"BIC Brite Liner Highlighters, Chisel Tip",15.552,3,5.184,0.2,2.3328,,>=55
HC-2011-169061,3/5/24,Medium,AB-10150,Trịnh Kim Yến,Thiết bị gia dụng,Consumer,Hồ Chí Minh,Miền Đông Nam Bộ,Store,OFF-AR-10000588,Hàng điện lạnh,Máy giặt,Newell 345,59.52,3,19.84,0,15.4752,,35-44
HC-2011-169061,3/5/24,High,AB-10150,Trịnh Kim Yến,Thiết bị điện tử,Consumer,Hồ Chí Minh,Miền Đông Nam Bộ,Store,TEC-AC-10002001,Hàng điện tử,Accessories,Logitech Wireless Gaming Headset G930,479.97,3,159.99,0,177.5889,,45-54
HC-2011-169061,3/5/24,Medium,AB-10150,Trịnh Kim Yến,Thiết bị gia dụng,Consumer,Hồ Chí Minh,Miền Đông Nam Bộ,Store,OFF-SU-10000381,Hàng điện lạnh,Tủ lạnh,Acme Forged Steel Scissors with Black Enamel Handles,18.62,2,9.31,0,5.3998,"""""",18-24
HC-2011-169061,3/5/24,Medium,AB-10150,Trịnh Kim Yến,Thiết bị gia dụng,Consumer,Hồ Chí Minh,Miền Đông Nam Bộ,Store,OFF-BI-10001617,Hàng điện lạnh,Máy giặt,GBC Wire Binding Combs,49.632,6,8.272,0.2,16.7508,,35-44
HC-2011-169061,3/5/24,Medium,AB-10150,Trịnh Kim Yến,Thiết bị gia dụng,Consumer,Hồ Chí Minh,Miền Đông Nam Bộ,Store,OFF-PA-10001878,Hàng điện lạnh,Tủ lạnh,Xerox 1891,97.82,2,48.91,0,45.9754,,35-44
ĐN-2011-156587,3/7/24,Medium,AB-10015,Trọng Văn Hoàng,Thiết bị gia dụng,Consumer,Đà Nẵng,Miền Trung,Agent,FUR-CH-10004477,Nội thất,Ghế,Ghế outdoor Nordby,48.712,1,48.712,0.2,5.4801,,18-24
ĐN-2011-156587,3/7/24,Medium,AB-10015,Trọng Văn Hoàng,Thiết bị gia dụng,Consumer,Đà Nẵng,Miền Trung,Agent,OFF-AR-10001427,Hàng điện lạnh,Máy giặt,Newell 330,17.94,3,5.98,0,4.6644,,35-44
ĐN-2011-156587,3/7/24,Medium,AB-10015,Trọng Văn Hoàng,Thiết bị gia dụng,Consumer,Đà Nẵng,Miền Trung,Agent,OFF-ST-10002344,Hàng điện lạnh,Máy điều hòa,Carina Máy điều hòa,242.94,3,80.98,0,4.8588,,>=55
TH-2011-131982,3/7/24,Medium,NP-18685,Phạm Thị Liên,Thiết bị gia dụng,Home Office,Thanh Hóa,Miền Trung,Agent,OFF-BI-10004224,Hàng điện lạnh,Máy giặt,Catalog Máy giặt with Expanding Posts,107.648,2,53.824,0.2,33.64,,45-54
HC-2011-104563,3/7/24,Medium,CM-12715,Lê Văn Trường,Thiết bị gia dụng,Corporate,Hồ Chí Minh,Miền Đông Nam Bộ,Online,OFF-AR-10000390,Hàng điện lạnh,Máy giặt,Newell Chalk Holder,20.65,5,4.13,0,9.499,,35-44
HC-2011-104563,3/7/24,Low,CM-12715,Lê Văn Trường,Thiết bị gia dụng,Corporate,Hồ Chí Minh,Miền Đông Nam Bộ,Online,OFF-ST-10000934,Hàng điện lạnh,Máy điều hòa,MÁY LẠNH DAIKIN FTKC35NVMV,204.9,5,40.98,0,0,,18-24
HC-2011-104563,3/7/24,Medium,CM-12715,Lê Văn Trường,Thiết bị gia dụng,Corporate,Hồ Chí Minh,Miền Đông Nam Bộ,Online,FUR-CH-10002780,Nội thất,Ghế,Office Star - Task Chair with Contemporary Loop Arms,436.704,6,72.784,0.2,21.8352,,25-34
HC-2011-104563,3/7/24,High,CM-12715,Lê Văn Trường,Thiết bị gia dụng,Corporate,Hồ Chí Minh,Miền Đông Nam Bộ,Online,FUR-CH-10004495,Nội thất,Ghế,"Global Leather and Oak Executive Chair, Black",481.568,2,240.784,0.2,54.1764,,25-34
HN-2011-100279,3/10/24,Medium,SW-20275,Lý Nhược Tuyên,Thiết bị gia dụng,Consumer,Hà Nội,Miền Bắc,Online,OFF-PA-10002259,Hàng điện lạnh,Tủ lạnh,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",22.38,2,11.19,0,10.7424,,25-34
HC-2011-140116,3/10/24,Low,KT-16480,Bùi Công Danh,Thiết bị gia dụng,Consumer,Hồ Chí Minh,Miền Đông Nam Bộ,Store,OFF-ST-10000078,Hàng điện lạnh,Máy điều hòa,MÁY LẠNH GENERAL ASHG 015LHJI,636.408,3,212.136,0.2,-15.9102,,35-44
HC-2011-140116,3/10/24,Medium,KT-16480,Bùi Công Danh,Thiết bị gia dụng,,,,,,,,,,,,,,,18-24
ĐN-2011-166884,3/11/24,Medium,CK-12205,Nguyễn Ngọc Ngư,Thiết bị gia dụng,Consumer,Đà Nẵng,Miền Trung,Store,FUR-FU-10003981,Nội thất,Giường,Eldon Wave Desk Accessories,8.32,5,1.664,0.2,2.288,,35-44
ĐN-2011-166884,3/11/24,Medium,CK-12205,Nguyễn Ngọc Ngư,Thiết bị gia dụng,Consumer,Đà Nẵng,Miền Trung,Store,OFF-FA-10001561,Hàng điện lạnh,Máy điều hòa,MÁY LẠNH SHARP AH-A9PHJ,10.464,6,1.744,0.2,1.7004,,35-44
HC-2011-158337,3/11/24,Medium,KA-16525,Kelly Andreada,Thiết bị gia dụng,Consumer,Hồ Chí Minh,Miền Đông Nam Bộ,Agent,OFF-PA-10002137,Hàng điện lạnh,Tủ lạnh,"Miền Đông Nam Bộworth 100% Résumé Tủ lạnh, 24lb.",108.92,14,7.78,0,49.014,,35-44
TT-2011-114790,3/11/24,Medium,FM-14215,Tuyên Mạc Ngôn,Thiết bị gia dụng,Corporate,Thừa Thiên Huế,Miền Trung,online channel,OFF-AP-10002578,Hàng điện lạnh,Máy giặt,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",146.76,3,48.92,0,38.1576,,35-44
TT-2011-114790,3/11/24,Medium,FM-14215,Tuyên Mạc Ngôn,Thiết bị điện tử,Corporate,Thừa Thiên Huế,Miền Trung,Online,TEC-AC-10000710,Hàng điện tử,Accessories,Maxell DVD-RAM Discs,32.96,2,16.48,0,14.1728,,35-44
TT-2011-114790,3/11/24,High,FM-14215,Tuyên Mạc Ngôn,Thiết bị điện tử,Corporate,Thừa Thiên Huế,Miền Trung,Online,TEC-PH-10000984,Hàng điện tử,Phones,Panasonic KX-TG9471B,587.97,3,195.99,0,164.6316,,18-24
TT-2011-114790,3/11/24,Medium,FM-14215,Tuyên Mạc Ngôn,Thiết bị gia dụng,Corporate,Thừa Thiên Huế,Miền Trung,Online,OFF-PA-10000213,Hàng điện lạnh,Tủ lạnh,Xerox 198,14.94,3,4.98,0,7.0218,,18-24
LA-2011-103338,3/11/24,Medium,RB-19435,Tiêui Văn Thường,Thiết bị gia dụng,Consumer,Long An,Miền Tây Nam Bộ,Online,OFF-AR-10001770,Hàng điện lạnh,Máy giặt,Economy #2 Pencils,7.98,3,2.66,0,2.0748,,45-54
ĐT-2011-157623,3/14/24,Medium,DK-13225,Dean Company,Thiết bị gia dụng,Corporate,Đồng Tháp,Miền Tây Nam Bộ,Online,OFF-PA-10001204,Hàng điện lạnh,Tủ lạnh,Xerox 1972,10.56,2,5.28,0,4.752,,>=55
ĐT-2011-157623,3/14/24,Medium,DK-13225,Dean Company,Thiết bị gia dụng,Corporate,Đồng Tháp,Miền Tây Nam Bộ,Online,OFF-AR-10003723,Hàng điện lạnh,Máy giặt,Avery Hi-Liter Fluorescent Desk Style Markers,3.38,1,3.38,0,1.2506,,25-34
ĐN-2011-125521,3/14/24,High,CK-12325,Trần Thị Lương,Thiết bị gia dụng,Home Office,Đà Nẵng,Miền Trung,Agent,FUR-CH-10003379,Nội thất,Ghế,Ghế văn phòng 2ME1205-F5,1139.92,4,284.98,0,284.98,,18-24
HT-2011-114510,3/14/24,Medium,JF-15295,Jason Fortune-,Thiết bị gia dụng,Consumer,Hà Tỉnh,Miền Trung,Store,OFF-BI-10001617,Hàng điện lạnh,Máy giặt,GBC Wire Binding Combs,33.088,4,8.272,0.2,11.1672,,>=55
TN-2011-114510,3/14/24,Medium,JF-15295,Jason Fortune-,Thiết bị gia dụng,Consumer,Tây Ninh ,Miền Đông Nam Bộ,Store,OFF-ST-10000736,Hàng điện lạnh,Máy điều hòa,MÁY LẠNH DAIKIN FTNE50MV1V,80.98,1,80.98,0,3.2392,,45-54
TN-2011-114510,3/14/24,Medium,JF-15295,Jason Fortune-,Thiết bị điện tử,Consumer,Tây Ninh ,Miền Đông Nam Bộ,Store,TEC-AC-10004877,Hàng điện tử,Accessories,Imation 30456 USB Flash Drive 8GB,82.8,12,6.9,0,6.624,,35-44
TN-2011-114510,3/14/24,Medium,JF-15295,Jason Fortune-,Thiết bị gia dụng,Consumer,Tây Ninh ,Miền Đông Nam Bộ,Store,OFF-ST-10003221,Hàng điện lạnh,Máy điều hòa,MÁY LẠNH SHARP AH-AP12PMW,21.36,2,10.68,0,5.7672,,45-54
TN-2011-114510,3/14/24,Medium,JF-15295,Jason Fortune-,Thiết bị gia dụng,Consumer,Tây Ninh ,Miền Đông Nam Bộ,Store,OFF-BI-10003007,Hàng điện lạnh,Máy giặt,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",62.048,2,31.024,0.2,20.1656,,18-24
HC-2011-152618,3/14/24,High,RB-19465,Tạ Thanh Thuật,Thiết bị điện tử,Home Office,Hồ Chí Minh,Miền Đông Nam Bộ,Online,TEC-MA-10003626,Hàng điện tử,Machines,Hewlett-Packard Deskjet 6540 Color Inkjet Printer,574.91,2,287.455,0.3,156.047,,35-44
HC-2011-152618,3/14/24,Medium,RB-19465,Tạ Thanh Thuật,Thiết bị gia dụng,Home Office,Hồ Chí Minh,Miền Đông Nam Bộ,Online,OFF-PA-10001215,Hàng điện lạnh,Tủ lạnh,Xerox 1963,8.448,2,4.224,0.2,2.64,,>=55
VP-2011-100293,3/14/24,Medium,NF-18475,Phạm Ngọc Trầm,Thiết bị gia dụng,Home Office,Vĩnh Phúc,',Agent,OFF-PA-10000176,Hàng điện lạnh,Tủ lạnh,Xerox 1887,91.056,6,15.176,0.2,31.8696,,25-34
BD-2011-149958,3/15/24,Medium,AS-10240,Lê Văn Thường,Thiết bị gia dụng,Consumer,Bình Dương,Miền Đông Nam Bộ,Store,OFF-ST-10001490,Hàng điện lạnh,Máy điều hòa,MÁY LẠNH LG V18ENC,142.776,1,142.776,0.2,17.847,,18-24
